Full Name,Date of Birth,Nationality,Gender,Marital Status,Occupation,Employer,Years with Employer,Residential Address,Phone Number,Email,Account Type,Account Number,Currency,Annual Salary (CHF),Monthly Rental Income (CHF),Total Assets (CHF),Total Deposits (CHF),Total Withdrawals (CHF),Active Loans,Banking Products Used,Source of Wealth,Investment Knowledge,Investment Objective,Risk Profile,Compliance Notes,PEP Status,Sanctions Check,AML Risk,Geographical Risk,bu_name,pc_segment,client portfolio,RM,Story of Wealth,Affluence
Sarah Finley,1992-06-04,CH,Female,Widowed,Multimedia programmer,"Frazier, Butler and Rose",21,"599 Kim Cape, Veronicaburgh, OH 82677",+1-499-504-1065,wsalas@example.net,Savings,AUKE29848918836453,CHF,73512.76,5855.48,227762.6,101772.2,25493.88,2,"['Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Capital Preservation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Low,High,SG,EAM,"[{'Stock': 'ARKK', 'Shares Owned': 51, 'Allocation (%)': 53.28}, {'Stock': 'Allianz', 'Shares Owned': 398, 'Allocation (%)': 13.63}, {'Stock': 'ARKG', 'Shares Owned': 342, 'Allocation (%)': 23.5}, {'Stock': 'BND', 'Shares Owned': 364, 'Allocation (%)': 2.55}, {'Stock': 'SLV', 'Shares Owned': 500, 'Allocation (%)': 1.3}, {'Stock': 'ETH', 'Shares Owned': 295, 'Allocation (%)': 1.45}, {'Stock': 'EFA', 'Shares Owned': 327, 'Allocation (%)': 1.05}, {'Stock': 'GE', 'Shares Owned': 256, 'Allocation (%)': 1.07}, {'Stock': 'ARKF', 'Shares Owned': 31, 'Allocation (%)': 1.17}, {'Stock': 'BASF', 'Shares Owned': 111, 'Allocation (%)': 0.9999999999999964}]",Arthur Elliott, invested early in tech stocks but lost it all in a crash.,UHNWI
Elizabeth Higgins,1971-10-09,LI,Male,Single,"Clinical scientist, histocompatibility and immunogenetics","Garza, Reed and Gallegos",2,"0774 Thompson Plaza, Carrfurt, NE 57600",+1-421-381-0318x6525,colleen02@example.org,Savings and Investment,VBDV57670480655998,CHF,91561.32,6067.64,171247.8,260088.44,215324.72,2,"['Checking Account', 'Savings Account']","Salary, Rental Income, Stock Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Aggressive Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,Low,High,CH,RM serviced PB,"[{'Stock': 'XOM', 'Shares Owned': 112, 'Allocation (%)': 38.57}, {'Stock': 'ARKF', 'Shares Owned': 284, 'Allocation (%)': 18.72}, {'Stock': 'SLV', 'Shares Owned': 311, 'Allocation (%)': 14.78}, {'Stock': 'MSFT', 'Shares Owned': 277, 'Allocation (%)': 16.45}, {'Stock': 'META', 'Shares Owned': 92, 'Allocation (%)': 4.48}, {'Stock': 'USO', 'Shares Owned': 423, 'Allocation (%)': 2.07}, {'Stock': 'TSLA', 'Shares Owned': 452, 'Allocation (%)': 1.29}, {'Stock': 'SOL', 'Shares Owned': 59, 'Allocation (%)': 1.53}, {'Stock': 'LVMH', 'Shares Owned': 375, 'Allocation (%)': 1.04}, {'Stock': 'Volkswagen', 'Shares Owned': 41, 'Allocation (%)': 1.0699999999999994}]",Mary Greene, launched a coffee chain and achieved financial independence.,UHNWI
Mr. Jeffrey Lowery,1962-05-24,DE,Male,Widowed,Logistics and distribution manager,Massey and Sons,19,"7673 Tammy Court, West Jeremy, PA 19306",395.727.1945x04812,tdaniel@example.com,Checking,ETZU05775751272253,CHF,61344.84,4809.64,456555.4,172809.08,30062.12,1,['Savings Account'],"Inheritance, Savings, Salary","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Moderate Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,Yes,Cleared,Low,High,SG,EAM,"[{'Stock': 'Roche', 'Shares Owned': 459, 'Allocation (%)': 23.85}, {'Stock': 'SOL', 'Shares Owned': 221, 'Allocation (%)': 20.67}, {'Stock': 'NVDA', 'Shares Owned': 121, 'Allocation (%)': 39.37}, {'Stock': 'NEE', 'Shares Owned': 306, 'Allocation (%)': 3.99}, {'Stock': 'SLV', 'Shares Owned': 185, 'Allocation (%)': 3.78}, {'Stock': 'BND', 'Shares Owned': 219, 'Allocation (%)': 2.46}, {'Stock': 'GLD', 'Shares Owned': 388, 'Allocation (%)': 1.21}, {'Stock': 'SAP', 'Shares Owned': 408, 'Allocation (%)': 1.48}, {'Stock': 'CAT', 'Shares Owned': 157, 'Allocation (%)': 1.64}, {'Stock': 'ARKF', 'Shares Owned': 132, 'Allocation (%)': 1.5500000000000071}]",Cynthia Baker, invested early in tech stocks and lives quietly by the sea.,Non-Affluent
Kristina Farmer,1993-10-28,DE,Male,Single,Social worker,Young-Williams,30,"1405 Kim Crescent Apt. 016, New Edward, DC 19418",+1-663-806-0531x812,mathewsmichael@example.net,Checking,QEWZ38202794329390,CHF,93391.88,2868.92,424203.04,337024.32,88065.44,0,['Savings Account'],"Inheritance, Savings, Salary",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Aggressive Growth,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Low,High,SG,EAM,"[{'Stock': 'EEM', 'Shares Owned': 239, 'Allocation (%)': 81.13}, {'Stock': 'NEE', 'Shares Owned': 414, 'Allocation (%)': 9.16}, {'Stock': 'GE', 'Shares Owned': 489, 'Allocation (%)': 1.36}, {'Stock': 'GLD', 'Shares Owned': 149, 'Allocation (%)': 1.54}, {'Stock': 'ARKF', 'Shares Owned': 27, 'Allocation (%)': 1.77}, {'Stock': 'MSFT', 'Shares Owned': 455, 'Allocation (%)': 1.03}, {'Stock': 'CAT', 'Shares Owned': 188, 'Allocation (%)': 1.01}, {'Stock': 'NFLX', 'Shares Owned': 297, 'Allocation (%)': 1.0}, {'Stock': 'TIP', 'Shares Owned': 28, 'Allocation (%)': 1.0}, {'Stock': 'SAP', 'Shares Owned': 26, 'Allocation (%)': 1.0000000000000044}]",Cynthia Baker, ran a quant hedge fund and retired early.,Affluent
Kevin Gay,2000-06-10,DE,Male,Widowed,Speech and language therapist,Navarro-Garza,23,"Unit 3119 Box 1197, DPO AP 17906",001-359-605-2420,michaelbarnett@example.org,Savings,ZAGA61435307870831,CHF,92325.64,6105.04,1140673.48,129996.96,175956.8,2,"['Checking Account', 'Savings Account']","Inheritance, Savings, Salary","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Moderate Growth,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,Medium,Medium,CH,RM serviced PB,"[{'Stock': 'CVX', 'Shares Owned': 93, 'Allocation (%)': 80.62}, {'Stock': 'ARKG', 'Shares Owned': 257, 'Allocation (%)': 7.12}, {'Stock': 'Allianz', 'Shares Owned': 190, 'Allocation (%)': 2.19}, {'Stock': 'USO', 'Shares Owned': 186, 'Allocation (%)': 1.86}, {'Stock': 'ARKF', 'Shares Owned': 141, 'Allocation (%)': 2.3}, {'Stock': 'LVMH', 'Shares Owned': 480, 'Allocation (%)': 1.48}, {'Stock': 'BASF', 'Shares Owned': 108, 'Allocation (%)': 1.1}, {'Stock': 'META', 'Shares Owned': 371, 'Allocation (%)': 1.2}, {'Stock': 'QQQ', 'Shares Owned': 485, 'Allocation (%)': 1.1}, {'Stock': 'BND', 'Shares Owned': 104, 'Allocation (%)': 1.0299999999999963}]",Arthur Elliott, invested early in tech stocks and became a mentor.,Non-Affluent
Melissa Frederick,1979-11-16,CH,Male,Married,Minerals surveyor,"Alvarez, Lewis and Parker",13,"265 William Bypass Suite 910, North Ryanshire, IA 83970",640-738-1493x104,chadmoran@example.net,Savings and Investment,IVKT55973087538327,CHF,70943.04,3279.64,180655.6,73643.32,48114.76,3,"['Checking Account', 'Savings Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Moderate Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,High,High,LU,Com. & Retail,"[{'Stock': 'BTC', 'Shares Owned': 390, 'Allocation (%)': 72.1}, {'Stock': 'SLV', 'Shares Owned': 385, 'Allocation (%)': 19.02}, {'Stock': 'BA', 'Shares Owned': 459, 'Allocation (%)': 1.69}, {'Stock': 'USO', 'Shares Owned': 223, 'Allocation (%)': 1.13}, {'Stock': 'EEM', 'Shares Owned': 315, 'Allocation (%)': 1.05}, {'Stock': 'NFLX', 'Shares Owned': 468, 'Allocation (%)': 1.01}, {'Stock': 'VTI', 'Shares Owned': 71, 'Allocation (%)': 1.0}, {'Stock': 'CAT', 'Shares Owned': 243, 'Allocation (%)': 1.0}, {'Stock': 'TSLA', 'Shares Owned': 345, 'Allocation (%)': 1.0}, {'Stock': 'AAPL', 'Shares Owned': 419, 'Allocation (%)': 1.000000000000007}]",Cynthia Baker, invested early in tech stocks and retired early.,Non-Affluent
Brendan Mullins,1985-09-24,DE,Female,Widowed,"Radiographer, therapeutic","Johnson, James and Hill",16,"624 Jessica Viaduct Suite 994, New Carla, MN 00702",593.380.1790,brett99@example.org,Savings,JUGH45206582324605,CHF,120786.36,3785.56,942899.56,149041.04,184475.84,1,"['Checking Account', 'Savings Account', 'Investment Account']","Inheritance, Savings, Salary","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Income Generation,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,"Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",No,Cleared,Medium,High,CH,RM serviced PB,"[{'Stock': 'INTC', 'Shares Owned': 182, 'Allocation (%)': 16.09}, {'Stock': 'VTI', 'Shares Owned': 129, 'Allocation (%)': 30.62}, {'Stock': 'META', 'Shares Owned': 138, 'Allocation (%)': 15.72}, {'Stock': 'ETH', 'Shares Owned': 304, 'Allocation (%)': 21.22}, {'Stock': 'GLD', 'Shares Owned': 210, 'Allocation (%)': 7.08}, {'Stock': 'MSFT', 'Shares Owned': 88, 'Allocation (%)': 3.54}, {'Stock': 'ARKK', 'Shares Owned': 424, 'Allocation (%)': 1.89}, {'Stock': 'XOM', 'Shares Owned': 417, 'Allocation (%)': 1.48}, {'Stock': 'AAPL', 'Shares Owned': 401, 'Allocation (%)': 1.1}, {'Stock': 'BTC', 'Shares Owned': 79, 'Allocation (%)': 1.2599999999999945}]",Mary Greene, launched a coffee chain and achieved financial independence.,Affluent
Joshua Hernandez,1973-11-30,DE,Male,Divorced,Environmental consultant,"James, Cole and Andrews",3,"8035 Mccoy Isle Apt. 954, East Michelle, NH 82969",(284)540-9457,rojasgregory@example.net,Savings,EGQB97890825172780,CHF,90017.72,2566.32,1065683.08,323421.6,221832.32,0,"['Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,Yes,Cleared,High,Medium,LI,Com. & Retail,"[{'Stock': 'SAP', 'Shares Owned': 189, 'Allocation (%)': 74.6}, {'Stock': 'BA', 'Shares Owned': 236, 'Allocation (%)': 16.67}, {'Stock': 'SOL', 'Shares Owned': 109, 'Allocation (%)': 1.25}, {'Stock': 'SPY', 'Shares Owned': 227, 'Allocation (%)': 1.24}, {'Stock': 'ARKQ', 'Shares Owned': 216, 'Allocation (%)': 1.1}, {'Stock': 'BND', 'Shares Owned': 170, 'Allocation (%)': 1.02}, {'Stock': 'ARKF', 'Shares Owned': 359, 'Allocation (%)': 1.01}, {'Stock': 'Roche', 'Shares Owned': 71, 'Allocation (%)': 1.08}, {'Stock': 'CVX', 'Shares Owned': 206, 'Allocation (%)': 1.0}, {'Stock': 'TSLA', 'Shares Owned': 104, 'Allocation (%)': 1.0300000000000047}]",Cynthia Baker, ran a quant hedge fund and retired early.,Affluent
Andrew Cooper,1970-06-02,LI,Female,Widowed,"Designer, jewellery","Beard, Jones and James",13,"Unit 8598 Box 1557, DPO AE 90977",905.401.3667x58467,woodjared@example.com,Checking,NRKQ49029401011893,CHF,117087.16,4685.2,774713.8,153684.08,235238.52,0,"['Savings Account', 'Investment Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Moderate Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,"Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",Yes,Cleared,Low,Medium,SG,EAM,"[{'Stock': 'BASF', 'Shares Owned': 210, 'Allocation (%)': 78.33}, {'Stock': 'META', 'Shares Owned': 179, 'Allocation (%)': 9.83}, {'Stock': 'Allianz', 'Shares Owned': 381, 'Allocation (%)': 3.92}, {'Stock': 'AAPL', 'Shares Owned': 53, 'Allocation (%)': 1.25}, {'Stock': 'NVDA', 'Shares Owned': 218, 'Allocation (%)': 1.07}, {'Stock': 'Siemens', 'Shares Owned': 327, 'Allocation (%)': 1.01}, {'Stock': 'Novartis', 'Shares Owned': 173, 'Allocation (%)': 1.4}, {'Stock': 'SLV', 'Shares Owned': 202, 'Allocation (%)': 1.06}, {'Stock': 'USO', 'Shares Owned': 126, 'Allocation (%)': 1.01}, {'Stock': 'GE', 'Shares Owned': 57, 'Allocation (%)': 1.1200000000000017}]",Cynthia Baker, ran a quant hedge fund and lives quietly by the sea.,Affluent
Tiffany Russell,1992-05-01,LI,Male,Single,Best boy,Baker Inc,6,"610 James Street, East Jason, MP 09759",478.595.1827x703,christopher28@example.org,Savings and Investment,QVYT28211227596084,CHF,61467.24,2916.52,1290152.44,96936.72,176905.4,2,"['Checking Account', 'Savings Account', 'Investment Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Income Generation,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,Yes,Cleared,Medium,High,LI,Com. & Retail,"[{'Stock': 'ETH', 'Shares Owned': 398, 'Allocation (%)': 11.16}, {'Stock': 'BTC', 'Shares Owned': 410, 'Allocation (%)': 19.84}, {'Stock': 'SLV', 'Shares Owned': 442, 'Allocation (%)': 42.5}, {'Stock': 'NVDA', 'Shares Owned': 39, 'Allocation (%)': 3.82}, {'Stock': 'AAPL', 'Shares Owned': 193, 'Allocation (%)': 5.88}, {'Stock': 'AGG', 'Shares Owned': 334, 'Allocation (%)': 9.34}, {'Stock': 'META', 'Shares Owned': 160, 'Allocation (%)': 4.21}, {'Stock': 'USO', 'Shares Owned': 382, 'Allocation (%)': 1.19}, {'Stock': 'TSLA', 'Shares Owned': 212, 'Allocation (%)': 1.03}, {'Stock': 'CVX', 'Shares Owned': 460, 'Allocation (%)': 1.030000000000001}]",Mary Greene, built a fintech startup and achieved financial independence.,UHNWI
Cheryl Patton,1963-10-04,LI,Female,Married,Stage manager,Yang-Lamb,29,"36054 Rice Hill Apt. 351, East Heather, AK 98755",+1-652-375-9011x60026,allenmonica@example.net,Savings and Investment,DCTW81689753864545,CHF,102508.64,6260.08,880342.28,261781.64,66674.0,1,['Savings Account'],"Inheritance, Savings, Salary","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.","Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",Yes,Cleared,Medium,Low,SG,EAM,"[{'Stock': 'Allianz', 'Shares Owned': 201, 'Allocation (%)': 37.92}, {'Stock': 'NVDA', 'Shares Owned': 307, 'Allocation (%)': 34.14}, {'Stock': 'ARKK', 'Shares Owned': 11, 'Allocation (%)': 4.04}, {'Stock': 'ARKF', 'Shares Owned': 271, 'Allocation (%)': 14.55}, {'Stock': 'ADA', 'Shares Owned': 196, 'Allocation (%)': 3.08}, {'Stock': 'GOOGL', 'Shares Owned': 198, 'Allocation (%)': 1.08}, {'Stock': 'QQQ', 'Shares Owned': 106, 'Allocation (%)': 1.77}, {'Stock': 'BA', 'Shares Owned': 139, 'Allocation (%)': 1.19}, {'Stock': 'USO', 'Shares Owned': 157, 'Allocation (%)': 1.18}, {'Stock': 'INTC', 'Shares Owned': 375, 'Allocation (%)': 1.0499999999999978}]",Mary Greene, invested early in tech stocks but lost it all in a crash.,Non-Affluent
